time_ms,seq,accountnumber,ageoldestrecord,agenewestrecord,recentupdate,srcsconfirmidaddrcount,creditbureaurecord,verificationfailure,ssnnotfound,ssnfoundother,verifiedname,verifiedssn,verifiedphone,verifiedaddress,verifieddob,ageriskindicator,subjectssncount,subjectaddrcount,subjectphonecount,subjectssnrecentcount,subjectaddrrecentcount,subjectphonerecentcount,ssnidentitiescount,ssnaddrcount,ssnidentitiesrecentcount,ssnaddrrecentcount,inputaddrphonecount,inputaddrphonerecentcount,phoneidentitiescount,phoneidentitiesrecentcount,phoneother,ssnlastnamecount,subjectlastnamecount,lastnamechangeage,lastnamechangecount01,lastnamechangecount03,lastnamechangecount06,lastnamechangecount12,lastnamechangecount24,lastnamechangecount60,sfduaddridentitiescount,sfduaddrssncount,ssnagedeceased,ssnrecent,ssnlowissueage,ssnhighissueage,ssnissuestate,ssnnonus,ssn3years,ssnafter5,ssnproblems,relativescount,relativesbankruptcycount,relativesfelonycount,relativespropownedcount,relativespropownedtaxtotal,relativesdistanceclosest,inputaddrageoldestrecord,inputaddragenewestrecord,inputaddrhistoricalmatch,inputaddrlenofres,inputaddrdwelltype,inputaddrdelivery,inputaddrapplicantowned,inputaddrfamilyowned,inputaddroccupantowned,inputaddragelastsale,inputaddrlastsalesprice,inputaddrmortgagetype,inputaddrnotprimaryres,inputaddractivephonelist,inputaddrtaxvalue,inputaddrtaxyr,inputaddrtaxmarketvalue,inputaddravmvalue,inputaddravmvalue12,inputaddravmvalue60,inputaddrcountyindex,inputaddrtractindex,inputaddrblockindex,inputaddrmedianincome,inputaddrmedianvalue,inputaddrmurderindex,inputaddrcartheftindex,inputaddrburglaryindex,inputaddrcrimeindex,inputaddrmobilityindex,inputaddrvacantpropcount,inputaddrbusinesscount,inputaddrsinglefamilycount,inputaddrmultifamilycount,curraddrageoldestrecord,curraddragenewestrecord,curraddrlenofres,curraddrdwelltype,curraddrapplicantowned,curraddrfamilyowned,curraddroccupantowned,curraddragelastsale,curraddrlastsalesprice,curraddrmortgagetype,curraddractivephonelist,curraddrtaxvalue,curraddrtaxyr,curraddrtaxmarketvalue,curraddravmvalue,curraddravmvalue12,curraddravmvalue60,curraddrcountyindex,curraddrtractindex,curraddrblockindex,curraddrmedianincome,curraddrmedianvalue,curraddrmurderindex,curraddrcartheftindex,curraddrburglaryindex,curraddrcrimeindex,prevaddrageoldestrecord,prevaddragenewestrecord,prevaddrlenofres,prevaddrdwelltype,prevaddrapplicantowned,prevaddrfamilyowned,prevaddroccupantowned,prevaddragelastsale,prevaddrlastsalesprice,prevaddrtaxvalue,prevaddrtaxyr,prevaddrtaxmarketvalue,prevaddravmvalue,prevaddrcountyindex,prevaddrtractindex,prevaddrblockindex,prevaddrmedianincome,prevaddrmedianvalue,prevaddrmurderindex,prevaddrcartheftindex,prevaddrburglaryindex,prevaddrcrimeindex,addrmostrecentdistance,addrmostrecentstatediff,addrmostrecenttaxdiff,addrmostrecentmoveage,addrmostrecentincomediff,addrmostrecentvaluediff,addrmostrecentcrimediff,addrrecentecontrajectory,addrrecentecontrajectoryindex,educationattendedcollege,educationprogram2yr,educationprogram4yr,educationprogramgraduate,educationinstitutionprivate,educationinstitutionrating,educationfieldofstudytype,addrstability,statusmostrecent,statusprevious,statusnextprevious,addrchangecount01,addrchangecount03,addrchangecount06,addrchangecount12,addrchangecount24,addrchangecount60,estimatedannualincome,assetowner,propertyowner,propownedcount,propownedtaxtotal,propownedhistoricalcount,propageoldestpurchase,propagenewestpurchase,propagenewestsale,propnewestsaleprice,propnewestsalepurchaseindex,proppurchasedcount01,proppurchasedcount03,proppurchasedcount06,proppurchasedcount12,proppurchasedcount24,proppurchasedcount60,propsoldcount01,propsoldcount03,propsoldcount06,propsoldcount12,propsoldcount24,propsoldcount60,watercraftowner,watercraftcount,watercraftcount01,watercraftcount03,watercraftcount06,watercraftcount12,watercraftcount24,watercraftcount60,aircraftowner,aircraftcount,aircraftcount01,aircraftcount03,aircraftcount06,aircraftcount12,aircraftcount24,aircraftcount60,wealthindex,businessactiveassociation,businessinactiveassociation,businessassociationage,businesstitle,businessinputaddrcount,derogseverityindex,derogcount,derogrecentcount,derogage,felonycount,felonyage,felonycount01,felonycount03,felonycount06,felonycount12,felonycount24,felonycount60,arrestcount,arrestage,arrestcount01,arrestcount03,arrestcount06,arrestcount12,arrestcount24,arrestcount60,liencount,lienfiledcount,lienfiledtotal,lienfiledage,lienfiledcount01,lienfiledcount03,lienfiledcount06,lienfiledcount12,lienfiledcount24,lienfiledcount60,lienreleasedcount,lienreleasedtotal,lienreleasedage,lienreleasedcount01,lienreleasedcount03,lienreleasedcount06,lienreleasedcount12,lienreleasedcount24,lienreleasedcount60,bankruptcycount,bankruptcyage,bankruptcytype,bankruptcystatus,bankruptcycount01,bankruptcycount03,bankruptcycount06,bankruptcycount12,bankruptcycount24,bankruptcycount60,evictioncount,evictionage,evictioncount01,evictioncount03,evictioncount06,evictioncount12,evictioncount24,evictioncount60,accidentcount,accidentage,recentactivityindex,nonderogcount,nonderogcount01,nonderogcount03,nonderogcount06,nonderogcount12,nonderogcount24,nonderogcount60,voterregistrationrecord,profliccount,proflicage,proflictypecategory,proflicexpired,profliccount01,profliccount03,profliccount06,profliccount12,profliccount24,profliccount60,prsearchlocatecount,prsearchlocatecount01,prsearchlocatecount03,prsearchlocatecount06,prsearchlocatecount12,prsearchlocatecount24,prsearchpersonalfinancecount,prsearchpersonalfinancecount01,prsearchpersonalfinancecount03,prsearchpersonalfinancecount06,prsearchpersonalfinancecount12,prsearchpersonalfinancecount24,prsearchothercount,prsearchothercount01,prsearchothercount03,prsearchothercount06,prsearchothercount12,prsearchothercount24,prsearchidentityssns,prsearchidentityaddrs,prsearchidentityphones,prsearchssnidentities,prsearchaddridentities,prsearchphoneidentities,subprimeofferrequestcount,subprimeofferrequestcount01,subprimeofferrequestcount03,subprimeofferrequestcount06,subprimeofferrequestcount12,subprimeofferrequestcount24,subprimeofferrequestcount60,inputphonemobile,inputphonetype,inputphoneservicetype,inputareacodechange,phoneedaageoldestrecord,phoneedaagenewestrecord,phoneotherageoldestrecord,phoneotheragenewestrecord,inputphonehighrisk,inputphoneproblems,onlinedirectory,inputaddrsiccode,inputaddrvalidation,inputaddrerrorcode,inputaddrhighrisk,curraddrcorrectional,prevaddrcorrectional,historicaladdrcorrectional,inputaddrproblems,donotmail,identityrisklevel,idverrisklevel,idveraddressassoccount,idverssncreditbureaucount,idverssncreditbureaudelete,sourcerisklevel,sourcewatchlist,sourceorderactivity,sourceordersourcecount,sourceorderagelastorder,variationrisklevel,variationidentitycount,variationmsourcesssncount,variationmsourcesssnunrelcount,variationdobcount,variationdobcountnew,searchvelocityrisklevel,searchunverifiedssncountyear,searchunverifiedaddrcountyear,searchunverifieddobcountyear,searchunverifiedphonecountyear,assocrisklevel,assocsuspicousidentitiescount,assoccreditbureauonlycount,assoccreditbureauonlycountnew,assoccreditbureauonlycountmonth,assochighrisktopologycount,validationrisklevel,correlationrisklevel,divrisklevel,divssnidentitymsourcecount,divssnidentitymsourceurelcount,divssnlnamecountnew,divssnaddrmsourcecount,divaddridentitycount,divaddridentitycountnew,divaddridentitymsourcecount,divaddrsuspidentitycountnew,divaddrssncount,divaddrssncountnew,divaddrssnmsourcecount,divsearchaddrsuspidentitycount,searchcomponentrisklevel,searchssnsearchcount,searchaddrsearchcount,searchphonesearchcount,componentcharrisklevel,errorcode,historydate,did,fnamepop,lnamepop,addrpop,ssnlength,dobpop,emailpop,ipaddrpop,hphnpop
1547,55,55,301,1,1,2,1,0,0,0,3,2,-1,1,-1,21,1,31,0,0,2,0,1,30,0,1,2,0,0,0,-1,0,3,174,0,0,0,0,0,0,0,0,-1,0,538,514,CA,0,0,0,0,15,4,1,7,714616,0,62,2,1,60,H,-1,0,0,0,152,-1,-1,1,0,57695,2017,104900,0,0,0,0,0,0,32500,165549,102,125,91,102,0.4,146,255,255,255,1,1,1,S,0,0,0,194,0,-1,0,0,-1,0,347695,325777,231295,1.22,1,1.17,86074,314341,13,31,32,18,8,1,7,S,0,0,0,17,234073,19271,2018,55060,105070,0.37,0.38,0.36,76087,298399,23,18,34,16,103,1,38424,8,-43587,-132850,86,EF,2,0,-1,-1,-1,-1,-1,-1,1,U,U,-1,0,1,2,3,4,12,63000,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,118,PAINTER,1,3,11,1,4,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,8,8,6959,4,0,0,1,1,1,2,0,0,-1,0,0,0,0,0,0,3,35,I,Dismissed,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,-1,3,7,3,3,3,3,3,4,0,0,-1,-1,-1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,183,141,175,103,-1,-1,1,-1,V,10.2,0,0,0,0,0,0,1,3,0,3,0,4,0,0,0,-1,5,1,1,1,1,1,6,0,0,0,0,3,2,0,0,0,1,1,7,1,1,1,0,27,0,0,0,0,0,0,0,0,1,3,1,-1,7,,999999,421984467,1,1,1,0,0,0,0,0
1771,60,60,58,1,1,3,1,0,0,0,3,2,-1,1,-1,21,1,4,0,0,0,0,3,6,0,0,0,0,0,0,-1,0,1,59,0,0,0,0,0,1,15,8,-1,0,287,277,MD,0,0,0,0,6,0,1,1,351100,0,58,36,1,22,S,4,0,0,1,0,25000,-1,1,0,106333,2018,112400,91200,119995,92000,0.25,0.48,0.5,56294,176695,91,93,74,95,0.3,69,36,255,49,17,1,16,H,0,0,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,26806,195076,152,153,76,151,47,7,40,S,0,0,0,34,0,201367,2018,221500,237053,0.66,0.86,0.91,73676,286870,107,98,89,103,4,0,-95034,47,-17382,-110175,-8,DE,3,0,-1,-1,-1,-1,-1,-1,4,R,U,-1,0,0,0,0,0,4,39000,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,-1,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,2,3,3,3,3,3,3,3,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,16,0,2,4,4,4,2,2,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,V,10.2,0,0,0,0,0,0,4,1,3,3,0,8,0,0,0,-1,2,1,1,1,1,0,6,1,0,0,1,3,2,0,0,0,1,1,8,1,2,2,0,5,15,0,10,0,8,0,5,0,1,17,0,-1,3,,999999,1.92E+11,1,1,1,0,0,0,0,0
1310,65,65,211,1,1,5,1,0,0,0,3,2,-1,1,7,21,1,7,0,0,0,0,2,11,0,0,0,0,0,0,-1,0,2,210,0,0,0,0,0,0,28,28,-1,0,356,332,IL,0,0,0,0,14,2,0,5,343562,0,48,1,1,47,S,-1,0,0,1,103,-1,-1,1,0,62610,2017,187848,207617,208741,157681,1,0.97,0.97,-1,-1,-1,-1,-1,-1,0,1,4,121,16,37,1,36,S,1,0,0,24,172000,3,0,57810,2017,173430,140527,180322,0,0.65,0.72,0.72,-1,-1,-1,-1,-1,-1,48,1,47,S,0,0,1,103,0,62610,2017,187848,207617,1,0.97,0.97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,4,O,U,O,0,0,0,0,0,2,62000,1,1,1,173430,1,24,24,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,-1,-1,3,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,37,1,8,4,4,4,5,6,6,0,0,-1,-1,-1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,5,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,148,95,-1,-1,1,-1,V,10.2,0,0,0,0,0,0,1,3,0,3,0,4,0,0,0,-1,1,1,1,1,1,0,2,0,0,0,0,1,0,0,0,0,0,1,8,1,2,1,0,7,28,0,27,0,28,0,27,0,1,1,10,-1,4,,999999,3065270253,1,1,1,0,1,0,0,0
1654,70,70,430,1,1,2,1,1,0,1,1,0,0,0,7,21,1,12,0,0,0,0,2,14,0,0,1,0,0,0,-1,1,2,425,0,0,0,0,0,0,51,38,-1,0,551,539,IA,0,0,0,0,20,0,0,21,2687733,3,-1,-1,-1,-1,S,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,0,0,0,0,0,0,0,44865,341739,124,150,144,103,0.4,61,143,255,255,74,1,73,H,0,1,0,44,0,-1,0,0,-1,0,136616,135600,0,0.97,0.44,0.51,92247,301739,109,137,136,103,212,1,211,S,1,0,0,16,0,357120,2017,357120,361254,2.57,1.16,1.35,92247,301739,109,137,136,103,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,5,O,O,-1,0,0,0,0,0,0,0,1,1,1,357120,1,214,214,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,-1,-1,21,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,2,8,3,3,3,4,5,6,0,0,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,10,-1,-1,-1,183,47,0,0,1,-1,V,10.2,0,0,0,0,0,0,1,8,0,3,0,4,0,0,0,-1,1,3,1,1,1,0,2,0,0,0,0,2,2,0,0,0,0,1,9,1,1,1,0,10,51,0,41,0,38,0,34,0,1,1,6,2,5,,999999,812945214,1,1,1,0,1,0,0,1
1507,75,75,251,1,1,4,1,0,0,0,3,2,-1,1,7,21,1,10,0,0,0,0,2,10,0,0,0,0,0,0,-1,1,3,57,0,0,0,0,0,1,14,11,-1,0,429,417,KY,0,0,0,0,10,2,0,3,196690,0,182,6,1,176,H,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,0,0,0,0,0,0,0,52146,147399,105,107,77,103,0.4,65,96,255,255,7,1,6,H,0,0,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,42658,91796,91,95,73,87,182,6,176,H,0,0,0,-1,-1,0,-1,0,0,0,0,0,52146,147399,105,107,77,103,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,5,R,R,O,0,0,0,1,1,1,31000,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,-1,-1,0,3,1,0,58,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,138,58,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,3,38,2,8,2,3,3,4,4,4,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,12,0,0,1,2,5,1,2,1,1,2,0,0,0,0,0,0,0,0,-1,-1,-1,-1,182,134,-1,-1,-1,-1,1,-1,V,10.2,0,0,0,0,0,0,1,3,0,3,0,5,0,0,0,-1,2,1,1,1,1,0,6,0,0,0,1,2,2,0,0,0,0,1,6,2,1,1,0,9,14,0,12,0,11,0,9,1,1,20,21,-1,6,,999999,2683689575,1,1,1,0,1,0,0,0
1663,80,80,152,1,1,4,1,0,0,0,3,2,-1,1,-1,21,2,9,0,0,0,0,2,12,0,0,2,0,0,0,-1,1,2,140,0,0,0,0,0,0,0,0,-1,0,368,344,PA,0,0,0,0,31,3,4,3,412100,0,24,9,1,15,H,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,0,0,0,0,0,0,0,50155,352885,156,143,137,178,0.4,114,4,158,255,11,1,10,S,0,0,1,11,0,-1,0,117400,2018,117400,122420,115243,103415,0.48,0.88,0.84,35306,204167,156,153,120,157,17,1,16,S,0,0,1,48,800,3960,2018,3960,0,0,0,0,29400,31600,196,171,147,177,266,1,-1,17,20755,321285,1,FE,2,0,-1,-1,-1,-1,-1,-1,2,U,U,-1,0,0,0,2,4,5,64000,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,-1,-1,0,4,4,0,24,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,2,2,880,24,0,0,0,0,0,2,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,2,24,0,0,0,0,0,2,0,-1,2,6,3,3,4,4,5,6,0,1,6,2,0,0,0,1,1,1,1,4,0,0,0,0,2,13,0,0,0,1,2,21,0,0,2,3,6,2,2,1,1,1,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,78,37,-1,-1,1,-1,V,10.2,0,0,0,0,0,0,1,3,0,3,0,6,0,0,0,-1,5,1,2,2,1,0,7,1,0,0,1,9,6,0,0,0,4,1,7,1,2,1,0,12,0,0,0,0,0,0,0,0,1,32,3,-1,6,,999999,1.14E+11,1,1,1,0,0,0,0,0
5911,85,85,82,1,1,3,1,0,0,0,3,2,-1,1,-1,21,1,9,0,0,0,0,2,11,0,0,0,0,0,0,-1,1,5,63,0,0,0,0,0,0,25,19,-1,0,306,297,GA,0,0,0,0,29,10,0,6,696625,0,77,23,1,54,S,-1,0,1,0,64,9500,-1,1,0,43103,2016,107758,149197,125507,74161,1.03,0.96,1.09,46351,113480,54,83,71,50,0.2,0,28,255,4,14,1,13,S,0,0,0,-1,-1,-1,0,5720,2015,14300,53100,45000,0,0.28,0.3,0.34,50802,122540,53,61,95,60,63,1,62,S,0,1,0,83,55900,34084,2018,85211,84156,0.76,0.86,0.74,41972,113068,80,65,74,84,20,0,9019,63,4379,412,-34,ED,2,0,-1,-1,-1,-1,-1,-1,4,U,O,-1,0,0,0,0,1,2,44000,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,-1,-1,2,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,41,3,4,2,2,2,3,3,3,0,0,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,9,0,9,9,9,9,7,0,0,0,1,1,1,1,0,2,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,48,10,-1,-1,1,-1,V,10.2,0,0,0,0,0,0,1,1,2,3,0,7,1,0,0,-1,1,1,1,1,1,0,7,0,0,0,0,9,9,0,0,0,0,1,8,4,2,1,0,10,25,0,23,0,19,0,14,0,1,2,26,-1,4,,999999,1.90E+11,1,1,1,0,0,0,0,0
3075,90,90,342,1,1,6,1,0,0,0,3,2,-1,1,7,21,2,31,0,0,0,0,4,35,0,0,0,0,0,0,-1,0,4,231,0,0,0,0,0,0,14,13,-1,0,575,551,WV,0,0,0,0,17,2,5,6,296960,0,62,44,1,18,S,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,0,0,0,0,0,0,0,38201,103253,140,104,177,143,0.2,0,9,255,7,132,1,131,S,0,0,0,206,0,-1,0,88083,2018,88083,111269,98672,0,0.79,0.8,0.73,44474,127802,146,124,124,143,137,1,136,S,0,0,0,198,20500,4160,2018,69250,75627,0.71,1.37,1.89,39402,70217,183,178,139,177,155,1,-1,137,-1201,33036,-34,EF,2,0,-1,-1,-1,-1,-1,-1,6,U,U,-1,0,0,0,0,0,1,61000,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-1,-1,0,4,3,0,131,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,2,2,232,131,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,1,132,0,0,0,0,0,0,0,-1,2,8,3,3,3,3,3,5,1,0,-1,-1,-1,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,1,1,21,0,1,1,4,4,2,2,1,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,229,55,173,54,-1,-1,1,-1,V,10.2,0,0,0,0,0,0,1,1,0,3,0,5,0,0,0,-1,2,1,1,1,3,0,7,1,0,0,1,5,0,0,0,0,5,1,8,1,2,2,0,30,14,1,13,0,13,1,11,0,1,11,7,-1,4,,999999,988609305,1,1,1,0,1,0,0,0
3041,95,95,180,1,1,2,1,0,0,0,3,2,0,1,-1,21,1,15,0,0,1,0,2,16,0,1,2,0,0,0,-1,0,3,25,0,0,0,0,1,1,0,0,-1,0,405,392,MN,0,0,0,0,16,4,2,5,642110,0,70,1,1,69,H,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,0,0,0,0,0,0,0,39706,120522,54,45,79,65,0.5,44,143,145,255,6,1,5,H,0,0,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,33391,167045,172,172,137,167,70,1,69,H,0,0,0,-1,-1,0,-1,0,0,0,0,0,39706,120522,54,45,79,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,6,0,4,R,R,U,0,1,1,2,2,2,32000,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-1,-1,4,4,2,0,145,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,0,145,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,1,145,0,0,0,0,0,0,0,-1,4,7,1,2,2,3,4,6,1,0,-1,-1,-1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1,1,2,1,0,0,0,0,0,0,0,1,1,10,-1,-1,-1,59,31,0,0,1,-1,V,10.2,0,0,0,0,0,0,1,2,1,3,0,5,0,0,0,-1,3,1,1,1,1,1,2,0,0,0,1,6,4,0,0,0,2,1,6,2,1,1,0,11,0,0,0,0,0,0,0,1,1,7,10,5,6,,999999,33668311106,1,1,1,0,0,0,0,1
1751,100,100,334,1,1,6,1,0,0,0,3,2,0,1,-1,21,1,10,0,0,0,0,3,8,0,0,0,0,0,0,-1,1,2,319,0,0,0,0,0,0,6,5,-1,0,417,392,NC,0,0,0,0,30,5,2,9,496584,0,334,1,1,333,S,-1,0,1,0,190,-1,-1,1,0,90825,2016,90825,92970,88463,0,1.25,1.08,1.06,37757,71429,153,139,169,157,0.2,0,18,255,0,262,1,261,S,1,0,0,83,0,-1,0,64451,2016,64451,67193,62775,0,0.9,0.9,0.94,28824,53013,119,74,157,130,334,1,333,S,0,1,0,190,0,90825,2016,90825,92970,1.25,1.08,1.06,37757,71429,153,139,169,157,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,6,O,O,U,0,0,0,0,1,2,45000,1,1,1,64451,1,83,83,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,-1,-1,0,5,1,0,251,1,251,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,2,9,3,3,3,3,4,6,1,0,-1,-1,-1,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,196,133,134,92,0,0,1,-1,V,10.2,0,0,0,0,0,0,2,3,1,3,0,3,0,0,0,-1,1,2,1,1,3,0,6,0,0,0,0,9,7,0,0,0,2,1,3,1,2,1,0,7,6,0,6,0,5,0,5,0,1,0,1,0,5,,999999,2628195827,1,1,1,0,0,0,0,1
632,105,105,358,1,1,8,1,0,0,0,3,2,-1,1,-1,21,1,12,0,0,0,0,2,11,0,0,0,0,0,0,-1,0,8,159,0,0,0,0,0,0,12,11,-1,0,563,539,IA,0,0,0,0,9,0,0,7,370100,0,118,1,2,117,S,-1,1,0,0,116,-1,1,0,0,53200,2017,53200,0,0,0,0,0,0,51667,78947,162,154,120,157,0.3,187,114,255,83,118,1,117,S,1,0,0,116,0,1,0,53200,2017,53200,0,0,0,0,0,0,51667,78947,162,154,120,157,246,58,188,S,1,0,0,120,0,23200,2017,23200,24677,0.82,0.36,0.5,51667,78947,162,154,120,157,0,0,30000,246,0,0,0,FF,1,0,-1,-1,-1,-1,-1,-1,6,O,O,U,0,0,0,0,0,0,44000,1,1,1,53200,2,-1,-1,127,24450,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,-1,LABORER,1,3,12,0,119,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,12,8,5439,119,0,0,0,0,0,0,4,2540,119,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,1,10,3,4,4,4,4,4,0,0,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,2,1,1,1,1,2,0,0,0,0,0,0,0,0,-1,-1,-1,-1,195,47,194,82,-1,-1,1,-1,V,14.3,0,0,0,0,0,0,1,1,2,3,0,3,0,0,0,-1,1,1,1,1,1,0,2,0,0,0,1,1,1,0,0,0,0,1,5,3,2,0,0,8,12,3,8,1,11,1,8,1,1,2,1,-1,5,,999999,1099273776,1,1,1,0,0,0,0,0
